"","iata","airport","city","state","country","lat","long"
"1836","IAD","Washington Dulles International","Chantilly","VA","USA",38.94453194,-77.45580972
"1837","IAG","Niagara Falls Intl","Niagara Falls","NY","USA",43.10725861,-78.94538139
"1838","IAH","George Bush Intercontinental","Houston","TX","USA",29.98047222,-95.33972222
"1839","IAN","Bob Baker Memorial","Kiana","AK","USA",66.97937611,-160.4358597
"1840","IBM","Robert E. Arraj ","Kimball","NE","USA",41.18805556,-103.6773889
"1841","ICL","Schenck ","Clarinda","IA","USA",40.72178361,-95.02642667
"1842","ICT","Wichita Mid-Continent","Wichita","KS","USA",37.64995889,-97.43304583
"1843","IDA","Idaho Falls Regional","Idaho Falls","ID","USA",43.51455556,-112.0701667
"1844","IDI","Indiana Cty/Jimmy Stewart","Indiana","PA","USA",40.63222222,-79.10552778
"1845","IDL","Indianola Municipal","Indianola","MS","USA",33.48574611,-90.67887611
"1846","IDP","Independence Municipal","Independence","KS","USA",37.15837222,-95.77838333
"1847","IEM","Whittier","Whittier","AK","USA",60.7772125,-148.7215775
"1848","IEN","Pine Ridge","Pine Ridge","SD","USA",43.02257694,-102.5110728
"1849","IER","Natchitoches Municipal","Natchitoches","LA","USA",31.73572,-93.09913639
"1850","IFA","Iowa Falls Municipal","Iowa Falls","IA","USA",42.47078639,-93.26995361
"1851","IFP","Laughlin/Bullhead International","Bullhead City","AZ","USA",35.15738889,-114.5595278
"1852","IGG","Igiugig","Igiugig","AK","USA",59.32373528,-155.9032733
"1853","IGM","Kingman","Kingman","AZ","USA",35.25947222,-113.9380556
"1854","IGQ","Lansing Municipal","Chicago/Lansing","IL","USA",41.53988889,-87.53216667
"1855","IGT","Nightmute","Nightmute","AK","USA",60.47032722,-164.6856414
"1856","IIB","Independence Municipal","Independence","IA","USA",42.45359833,-91.94761833
"1857","IIK","Kipnuk","Kipnuk","AK","USA",59.93295111,-164.0305131
"1858","IIY","Washington-Wilkes County","Washington","GA","USA",33.77987528,-82.81661639
"1859","IJD","Windham","Willimantic","CT","USA",41.74404028,-72.18023583
"1860","IJX","Jacksonville Municipal","Jacksonville","IL","USA",39.77429694,-90.23856583
"1861","IKK","Greater Kankakee","Kankakee","IL","USA",41.07140417,-87.84626861
"1862","IKV","Ankeny Regional","Ankeny","IA","USA",41.69128556,-93.56630333
"1863","ILE","Killeen Municipal","Killeen","TX","USA",31.08583333,-97.6865
"1864","ILG","New Castle County ","Wilmington","DE","USA",39.67872222,-75.60652778
"1865","ILI","Iliamna","Iliamna","AK","USA",59.75380028,-154.9109597
"1866","ILM","Wilmington International","Wilmington","NC","USA",34.27061111,-77.90255556
"1867","IML","Imperial Municipal","Imperial","NE","USA",40.50930556,-101.6205278
"1868","IMM","Immokalee","Immokalee","FL","USA",26.43316667,-81.40102778
"1869","IMS","Madison Municipal","Madison","IN","USA",38.75888889,-85.46552778
"1870","IMT","Ford","Iron Mountain/Kingsford","MI","USA",45.81835417,-88.1145425
"1871","IN03","Indianapolis Downtown","Indianapolis","IN","USA",39.76587639,-86.148875
"1872","IND","Indianapolis International","Indianapolis","IN","USA",39.71732917,-86.29438417
"1873","INK","Winkler County","Wink","TX","USA",31.77962833,-103.2013619
"1874","INL","Falls International","International Falls","MN","USA",48.56618722,-93.40306667
"1875","INT","Smith Reynolds","Winston-Salem","NC","USA",36.13372222,-80.222
"1876","INW","Winslow-Lindbergh Regional","Winslow","AZ","USA",35.02191667,-110.7225278
"1877","IOB","Mt Sterling-Montgomery County","Mount Sterling","KY","USA",38.05813889,-83.97958333
"1878","IOW","Iowa City Municipal","Iowa City","IA","USA",41.63924389,-91.54650333
"1879","IPJ","Lincoln County","Lincolnton","NC","USA",35.48332889,-81.16125833
"1880","IPL","Imperial County","Imperial","CA","USA",32.83422028,-115.5787456
"1881","IPT","Williamsport-Lycoming Cty","Williamsport","PA","USA",41.24183583,-76.92109556
"1882","IRK","Kirksville Regional","Kirksville","MO","USA",40.09364444,-92.54496917
"1883","IRS","Kirsch Municipal","Sturgis","MI","USA",41.8128725,-85.43906111
"1884","ISM","Kissimmee Municipal","Orlando","FL","USA",28.28980556,-81.43708333
"1885","ISN","Sloulin Field International","Williston","ND","USA",48.17793861,-103.6423467
"1886","ISO","Kinston Regional Jetport At Stallin","Kinston","NC","USA",35.32807944,-77.61552611
"1887","ISP","Long Island - MacArthur","Islip","NY","USA",40.7952425,-73.10021194
"1888","ISQ","Schoolcraft County","Manistique","MI","USA",45.97464056,-86.17183056
"1889","ISW","Alexander ","Wisconsin Rapids","WI","USA",44.36033833,-89.83897056
"1890","ISZ","Cincinnati-Blue Ash","Cincinnati","OH","USA",39.24669444,-84.38897222
"1891","ITH","Tompkins Cty ","Ithaca","NY","USA",42.49102778,-76.45844444
"1892","ITO","Hilo International","Hilo","HI","USA",19.72026306,-155.0484703
"1893","ITR","Kit Carson County","Burlington","CO","USA",39.2425,-102.2853889
"1894","IWA","Williams Gateway","Phoenix","AZ","USA",33.30783333,-111.6554722
"1895","IWD","Gogebic County","Ironwood","MI","USA",46.52747472,-90.13139667
"1896","IWH","Wabash Municipal","Wabash","IN","USA",40.76195972,-85.79873417
"1897","IWI","Wiscasset","Wiscasset","ME","USA",43.96141667,-69.71255556
"1898","IWK","Wales","Wales","AK","USA",65.62394028,-168.0991719
"1899","IWS","West Houston","Houston","TX","USA",29.81819444,-95.67261111
"1900","IXD","New Century Aircenter","Olathe","KS","USA",38.83090472,-94.89030333
"1901","IYK","Inyokern","Inyokern","CA","USA",35.65884306,-117.8295122
"1902","IYS","Wasilla","Wasilla","AK","USA",61.57196083,-149.5405556
"1903","IZA","Santa Ynez","Santa Ynez","CA","USA",34.60682028,-120.0755617
"1904","IZG","Eastern Slopes Regional","Fryeburg","ME","USA",43.99114472,-70.94787444
"1905","JAC","Jackson Hole","Jackson","WY","USA",43.60732417,-110.7377389
"1906","JAN","Jackson International","Jackson","MS","USA",32.31116667,-90.07588889
"1907","JAS","Jasper County -Bell ","Jasper","TX","USA",30.89058333,-94.03483333
"1908","JAU","Campbell County","Jacksboro","TN","USA",36.33457556,-84.16234472
"1909","JAX","Jacksonville International","Jacksonville","FL","USA",30.49405556,-81.68786111
"1910","JBR","Jonesboro Municipal","Jonesboro","AR","USA",35.83186111,-90.64616667
"1911","JCT","Kimble County","Junction","TX","USA",30.51126,-99.76345528
"1912","JDN","Jordan","Jordan","MT","USA",47.33333417,-106.9339564
"1913","JEF","Jefferson City Memorial","Jefferson City","MO","USA",38.59117917,-92.15614389
"1914","JER","Jerome County","Jerome","ID","USA",42.72663639,-114.4571506
"1915","JES","Jesup-Wayne County","Jesup","GA","USA",31.55408333,-81.88344444
"1916","JFK","John F Kennedy Intl","New York","NY","USA",40.63975111,-73.77892556
"1917","JFX","Walker County","Jasper","AL","USA",33.90199528,-87.31416639
"1918","JHM","Kapalua","Lahaina","HI","USA",20.96293639,-156.6730317
"1919","JHW","Chautauqua Cty","Jamestown","NY","USA",42.15336861,-79.258035
"1920","JKA","Jack Edwards","Gulf Shores","AL","USA",30.28951667,-87.67371472
"1921","JKJ","Moorhead Municipal ","Moorhead","MN","USA",46.83919194,-96.66313028
"1922","JKL","Julian Carroll","Jackson","KY","USA",37.59386111,-83.31725
"1923","JLN","Joplin Regional","Joplin","MO","USA",37.15181361,-94.49826833
"1924","JMR","Mora Municipal","Mora","MN","USA",45.88609722,-93.27177833
"1925","JMS","Jamestown Municipal","Jamestown","ND","USA",46.92971944,-98.67819528
"1926","JNU","Juneau International","Juneau","AK","USA",58.35496194,-134.5762764
"1927","JNX","Johnston County","Smithfield","NC","USA",35.54094139,-78.39032944
"1928","JOT","Joliet Park District","Chicago/Joliet","IL","USA",41.51805833,-88.17525583
"1929","JQF","Concord Regional","Concord","NC","USA",35.38520694,-80.70971389
"1930","JRA","Port Authority-W 30th St Midtown Heliport","New York","NY","USA",40.75454583,-74.00708389
"1931","JRB","Downtown Manhattan/Wall St. Heliport","New York","NY","USA",40.70121361,-74.00902833
"1932","JRF","Kalaeloa (John Rodgers )","Kapolei","HI","USA",21.30735389,-158.0703017
"1933","JSO","Jacksonville-Cherokee County","Jacksonville","TX","USA",31.86933667,-95.21739028
"1934","JST","Johnstown-Cambria Cty","Johnstown","PA","USA",40.31611111,-78.83394444
"1935","JVL","Rock County","Janesville","WI","USA",42.61958222,-89.04034028
"1936","JVY","Clark County","Jeffersonville","IN","USA",38.36562278,-85.73829639
"1937","JWG","Watonga","Watonga","OK","USA",35.86469444,-98.42075
"1938","JWN","John C. Tune","Nashville","TN","USA",36.18236194,-86.88672278
"1939","JXN","Jackson County Reynolds ","Jackson","MI","USA",42.25978556,-84.45940361
"1940","JYG","St James Municipal","St James","MN","USA",43.98631833,-94.55793722
"1941","JYL","Plantation Airpark","Sylvania","GA","USA",32.64544861,-81.59649722
"1942","JYM","Hillsdale Municipal","Hillsdale","MI","USA",41.92126083,-84.5857625
"1943","JYO","Leesburg Executive ","Leesburg","VA","USA",39.07797222,-77.5575
"1944","JYR","Municipal","York","NE","USA",40.89675,-97.62277778
"1945","JZI","Charleston Executive","Charleston","SC","USA",32.70086111,-80.00291667
"1946","JZP","Pickens County","Jasper","GA","USA",34.45147972,-84.45659278
"1947","JZZ","Koliganek","Koliganek","AK","USA",59.72664194,-157.2594722
"1948","K01","Farington ","Auburn","NE","USA",40.38750167,-95.78916167
"1949","K02","Perryville Municipal","Perryville","MO","USA",37.86866667,-89.86213889
"1950","K06","Greater Beardstown","Beardstown","IL","USA",39.97338139,-90.40373556
"1951","K09","Piseco Muni","Piseco","NY","USA",43.45340222,-74.51765083
"1952","K15","Linn Creek-Grand Glaize Memorial","Osage Beach","MO","USA",38.11045,-92.68054583
"1953","K20","Wendell H. Ford","Hazard","KY","USA",37.38783833,-83.26205889
"1954","K22","Big Sandy Regional","Prestonburg","KY","USA",37.75102778,-82.63669444
"1955","K24","Russell County","Jamestown","KY","USA",37.00888889,-85.10277778
"1956","K29","Council","Council","AK","USA",64.89788278,-163.7034472
"1957","K33","Salem Memorial","Salem","MO","USA",37.61523333,-91.60444167
"1958","K34","Municipal","Gardner","KS","USA",38.80708333,-94.95602778
"1959","K39","St Clair Memorial","St Clair","MO","USA",38.37594333,-90.97073944
"1960","K46","Blair Municipal","Blair","NE","USA",41.41805139,-96.1136275
"1961","K54","Teller","Teller","AK","USA",65.24089806,-166.3360067
"1962","K57","Gould Peterson Municipal","Tarkio","MO","USA",40.44583139,-95.36275806
"1963","K59","Amelia Earhart","Atchison","KS","USA",39.57052472,-95.18033139
"1964","K61","Moritz Memorial","Beloit","KS","USA",39.47115222,-98.12878389
"1965","K62","Falmouth Pendleton County","Falmouth","KY","USA",38.70423611,-84.39160417
"1966","K67","Oswego Municipal","Oswego","KS","USA",37.15978667,-95.04246222
"1967","K68","Garnett Municipal","Garnett","KS","USA",38.27918833,-95.21691833
"1968","K78","Abilene Municipal","Abilene.","KS","USA",38.90405583,-97.23585389
"1969","K81","Miami County","Paola","KS","USA",38.53751389,-94.92524194
"1970","K82","Smith Center Municipal","Smith Center","KS","USA",39.76112278,-98.79343639
"1971","K83","Sabetha Municipal","Sabetha","KS","USA",39.90416667,-95.7794325
"1972","K88","Allen County","Iola","KS","USA",37.87008333,-95.38638889
"1973","K89","Macon-Fower Memorial","Macon","MO","USA",39.72870694,-92.464455
"1974","K96","Tuscola","Tuscola","IL","USA",39.78086528,-88.30616
"1975","KAE","Kake SPB","Kake","AK","USA",56.97299639,-133.9456147
"1976","KAL","Kaltag","Kaltag","AK","USA",64.32571917,-158.7441475
"1977","KCC","Coffman Cove SPB","Coffman Cove","AK","USA",56.00324444,-132.8419689
"1978","KCL","Chignik Lagoon","Chignik Flats","AK","USA",56.31116306,-158.5359264
"1979","KEB","English Bay","English Bay","AK","USA",59.35214833,-151.9251558
"1980","KEK","Ekwok","Ekwok","AK","USA",59.35399444,-157.4744092
"1981","KFP","False Pass","False Pass","AK","USA",54.84744583,-163.4103222
"1982","KGX","Grayling","Grayling","AK","USA",62.89456056,-160.0649042
"1983","KIB","Ivanof Bay SPB","Ivanof Bay","AK","USA",55.89753333,-159.4886689
"1984","KIC","Mesa Del Rey","King City","CA","USA",36.22802139,-121.1218614
"1985","KKA","Koyuk","Koyuk","AK","USA",64.93404056,-161.158145
"1986","KKB","Kitoi Bay SPB","Kitoi Bay","AK","USA",58.19094611,-152.3704875
"1987","KLG","Kalskag","Kalskag","AK","USA",61.53627389,-160.3413306
"1988","KLL","Levelock","Levelock","AK","USA",59.11816472,-156.8652169
"1989","KLS","Kelso-Longview","Kelso","WA","USA",46.118,-122.8983889
"1990","KNB","Kanab Muni","Kanab","UT","USA",37.01110583,-112.5311936
"1991","KNW","Stuyahok","New Stuyahok","AK","USA",59.44955333,-157.3271908
"1992","KOA","Kona International At Keahole","Kailua/Kona","HI","USA",19.73876583,-156.0456314
"1993","KPB","Point Baker SPB","Point Baker","AK","USA",56.35185972,-133.6225864
"1994","KPH","Pauloff Harbor SPB","Pauloff Harbor","AK","USA",54.45912028,-162.6936406
"1995","KQA","Akutan SPB","Akutan","AK","USA",54.13246694,-165.7853111
"1996","KSM","St. Mary's","St. Mary's","AK","USA",62.06048639,-163.3021108
"1997","KTB","Thorne Bay","Thorne Bay","AK","USA",55.68796194,-132.5366758
"1998","KTN","Ketchikan International","Ketchikan","AK","USA",55.35556861,-131.71374
"1999","KTS","Brevig Mission","Brevig Mission","AK","USA",65.33136111,-166.4631667
"2000","KVC","King Cove","King Cove","AK","USA",55.1163475,-162.2662272
"2001","KVL","Kivalina","Kivalina","AK","USA",67.73125333,-164.5518019
"2002","KWT","Kwethluk","Kwethluk","AK","USA",60.80425194,-161.44535
"2003","KXA","Kasaan SPB","Kasaan","AK","USA",55.53741389,-132.3975144
"2004","KYK","Karluk","Karluk","AK","USA",57.56706389,-154.4503714
"2005","KYU","Koyukuk","Koyukuk","AK","USA",64.87714278,-157.7158358
"2006","L04","Holtville","Holtville","CA","USA",32.84032361,-115.2674806
"2007","L05","Kern Valley","Kernville","CA","USA",35.72828472,-118.4198069
"2008","L06","Furnace Creek","Death Valley National Park","CA","USA",36.46383694,-116.8814425
"2009","L08","Borrego Valley","Borrego Springs","CA","USA",33.25902778,-116.3209722
"2010","L12","Redlands Municipal","Redlands","CA","USA",34.08526167,-117.1463789
"2011","L15","Henderson","Las Vegas","NV","USA",35.97636444,-115.1327708
"2012","L17","Taft-Kern County","Taft","CA","USA",35.14107806,-119.4412294
"2013","L18","Fallbrook Community Airpark","Fallbrook","CA","USA",33.35419806,-117.2508686
"2014","L19","Wasco-Kern County","Wasco","CA","USA",35.61967889,-119.3537242
"2015","L26","Hesperia","Hesperia","CA","USA",34.37722333,-117.3158783
"2016","L31","Greater St. Tammany Parish ","Covington","LA","USA",30.44505417,-89.98887889
"2017","L35","Big Bear City","Big Bear","CA","USA",34.26361944,-116.854475
"2018","L38","Louisiana Regional","Gonzales","LA","USA",30.17135306,-90.94039583
"2019","L39","Leesville","Leesville","LA","USA",31.16819444,-93.34245833
"2020","L42","Allen Parish","Oakdale","LA","USA",30.75016667,-92.68847222
"2021","L45","Bakersfield Municipal","Bakersfield","CA","USA",35.32483333,-118.9958333
"2022","L49","South Lafourche","Galliano","LA","USA",29.44482222,-90.26111667
"2023","L52","Oceano County","Oceano","CA","USA",35.10136472,-120.6221153
"2024","L67","Rialto Municipal ","Rialto","CA","USA",34.12934361,-117.4016303
"2025","L70","Agua Dulce Airpark","Agua Dulce","CA","USA",34.50415889,-118.3128561
"2026","L71","California City Municipal","California City","CA","USA",35.15125306,-118.0166667
"2027","L72","Trona","Trona","CA","USA",35.81245333,-117.3272783
"2028","L75","Southland ","Sulphur","LA","USA",30.13138889,-93.37611111
"2029","L83","Thibodaux Municipal","Thibodaux","LA","USA",29.74779194,-90.83289889
"2030","L84","Lost Hills-Kern County","Lost Hills","CA","USA",35.62357083,-119.6862383
"2031","L92","Alamo Landing ","Alamo","NV","USA",37.36246083,-115.1944622
"2032","LAA","Lamar Muni","Lamar","CO","USA",38.06969444,-102.6885
"2033","LAF","Purdue University","Lafayette","IN","USA",40.41231694,-86.93689889
"2034","LAL","Lakeland Linder Regional","Lakeland","FL","USA",27.98891667,-82.01855556
"2035","LAM","Los Alamos","Los Alamos","NM","USA",35.87980194,-106.2694153
"2036","LAN","Capital City","Lansing","MI","USA",42.7787,-84.58735806
"2037","LAR","Laramie Regional","Laramie","WY","USA",41.31205,-105.6749864
"2038","LAS","McCarran International","Las Vegas","NV","USA",36.08036111,-115.1523333
"2039","LAW","Lawton-Ft Sill Regional","Lawton","OK","USA",34.56771444,-98.41663667
"2040","LAX","Los Angeles International","Los Angeles","CA","USA",33.94253611,-118.4080744
"2041","LBB","Lubbock International","Lubbock","TX","USA",33.66363889,-101.8227778
"2042","LBE","Arnold Palmer Regional","Latrobe","PA","USA",40.27594,-79.40479722
"2043","LBF","North Platte Regional ","North Platte","NE","USA",41.12621194,-100.6836542
"2044","LBL","Liberal Municipal","Liberal","KS","USA",37.04420944,-100.9598611
"2045","LBO","Floyd W Jones Lebanon","Lebanon","MO","USA",37.64718056,-92.65375778
"2046","LBT","Lumberton Municipal","Lumberton","NC","USA",34.60991667,-79.05944444
"2047","LBX","Brazoria County","Angleton","TX","USA",29.10863889,-95.46208056
"2048","LCG","Wayne Municipal","Wayne","NE","USA",42.24188889,-96.98141667
"2049","LCH","Lake Charles Regional","Lake Charles","LA","USA",30.1260975,-93.22340361
"2050","LCI","Laconia Municipal","Laconia","NH","USA",43.57272806,-71.41890028
"2051","LCK","Rickenbacker International ","Columbus","OH","USA",39.81375917,-82.92786472
"2052","LCQ","Lake City Municipal","Lake City","FL","USA",30.18205556,-82.57686111
"2053","LDJ","Linden ","Linden","NJ","USA",40.61744722,-74.24459417
"2054","LDM","Mason County","Ludington","MI","USA",43.96253278,-86.40791528
"2055","LEB","Lebanon Municipal","Lebanon","NH","USA",43.62637222,-72.30426722
"2056","LEE","Leesburg Regional","Leesburg","FL","USA",28.82274417,-81.80900722
"2057","LEM","Lemmon Municipal","Lemmon","SD","USA",45.91869722,-102.1061778
"2058","LEW","Auburn-Lewiston Municipal","Auburn-Lewiston","ME","USA",44.04847278,-70.2835075
"2059","LEX","Blue Grass ","Lexington","KY","USA",38.03697222,-84.60538889
"2060","LFK","Lufkin-Angelina County","Lufkin","TX","USA",31.23401389,-94.75
"2061","LFT","Lafayette Regional","Lafayette","LA","USA",30.20527972,-91.987655
"2062","LGA","LaGuardia","New York","NY","USA",40.77724306,-73.87260917
"2063","LGB","Long Beach (Daugherty )","Long Beach","CA","USA",33.81772222,-118.1516111
"2064","LGC","LaGrange-Callaway","Lagrange","GA","USA",33.00884694,-85.07260556
"2065","LGD","La Grande/Union County","La Grande","OR","USA",45.29020944,-118.0071108
"2066","LGU","Logan-Cache","Logan","UT","USA",41.78773083,-111.8526822
"2067","LHD","Lake Hood SPB","Anchorage","AK","USA",61.18000361,-149.9719322
"2068","LHM","Lincoln Regional ","Lincoln","CA","USA",38.90916111,-121.3513361
"2069","LHQ","Fairfield County","Lancaster","OH","USA",39.75564722,-82.65711
"2070","LHV","Wm T Piper Memorial","Lock Haven","PA","USA",41.13618028,-77.42053556
"2071","LHX","La Junta Muni","La Junta","CO","USA",38.05134111,-103.5106908
"2072","LHZ","Franklin County","Louisburg","NC","USA",36.02334528,-78.33027139
"2073","LIC","Limon Municipal","Limon","CO","USA",39.272765,-103.6663392
"2074","LIH","Lihue","Lihue","HI","USA",21.97598306,-159.3389581
"2075","LIT","Adams ","Little Rock","AR","USA",34.72939611,-92.22424556
"2076","LJF","Litchfield Municipal","Litchfield","MN","USA",45.09712889,-94.50726833
"2077","LKP","Lake Placid","Lake Placid","NY","USA",44.26447361,-73.96186639
"2078","LKR","Lancaster County","Lancaster","SC","USA",34.72291667,-80.85458333
"2079","LKU","Louisa County / Freeman ","Louisa","VA","USA",38.00983333,-77.97013889
"2080","LKV","Lake County","Lakeview","OR","USA",42.16111111,-120.3990703
"2081","LLJ","Challis","Challis","ID","USA",44.52297806,-114.2175642
"2082","LLQ","Monticello Municipal","Monticello","AR","USA",33.6385525,-91.75101833
"2083","LLU","Lamar Municipal","Lamar","MO","USA",37.4894925,-94.31150444
"2084","LMS","Louisville-Winston County","Louisville","MS","USA",33.14620944,-89.06247917
"2085","LMT","Klamath Falls International","Klamath Falls","OR","USA",42.15614361,-121.7332081
"2086","LNA","Palm Beach County Park","Lantana","FL","USA",26.593,-80.08505556
"2087","LNC","Lancaster","Lancaster","TX","USA",32.57919111,-96.71905111
"2088","LND","Hunt ","Lander","WY","USA",42.81523611,-108.7298392
"2089","LNK","Lincoln Municipal","Lincoln","NE","USA",40.85097222,-96.75925
"2090","LNL","Kings Land O' Lakes","Land O' Lakes","WI","USA",46.15387722,-89.21194417
"2091","LNN","Lost Nation","Willoughby","OH","USA",41.68391667,-81.39030556
"2092","LNP","Lonesome Pine","Wise","VA","USA",36.98743194,-82.53017361
"2093","LNS","Lancaster","Lancaster","PA","USA",40.12171528,-76.29609778
"2094","LNY","Lanai","Lanai City","HI","USA",20.78561111,-156.9514181
"2095","LOL","Derby ","Lovelock","NV","USA",40.066405,-118.5651664
"2096","LOT","Lewis University","Chicago/Romeoville","IL","USA",41.60844444,-88.09094444
"2097","LOU","Bowman ","Louisville","KY","USA",38.228,-85.66372222
"2098","LOZ","London-Corbin  Magee ","London","KY","USA",37.08727778,-84.07677778
"2099","LPC","Lompoc","Lompoc","CA","USA",34.66561028,-120.4667883
"2100","LPR","Lorain Co Regional","Lorain/Elyria","OH","USA",41.34427778,-82.17763889
"2101","LQK","Pickens County","Pickens","SC","USA",34.80997222,-82.70288889
"2102","LQR","Larned-Pawnee County","Larned","KS","USA",38.20809667,-99.08607306
"2103","LRD","Laredo International","Laredo","TX","USA",27.54373861,-99.46154361
"2104","LRG","Lincoln Regional","Lincoln","ME","USA",45.36216083,-68.53474694
"2105","LRJ","Le Mars Municipal","Le Mars","IA","USA",42.77801778,-96.19368944
"2106","LRU","Las Cruces International","Las Cruces","NM","USA",32.28941667,-106.9219722
"2107","LSB","Lordsburg Municipal","Lordsburg","NM","USA",32.33278083,-108.6909742
"2108","LSE","La Crosse Municipal","La Crosse","WI","USA",43.87937972,-91.25653778
"2109","LSK","Lusk Muni","Lusk","WY","USA",42.75380806,-104.4045536
"2110","LSN","Los Banos Municipal","Los Banos","CA","USA",37.06290556,-120.8692511
"2111","LUG","Ellington ","Lewisburg","TN","USA",35.506975,-86.80388611
"2112","LUK","Cincinnati Muni-Lunken ","Cincinnati","OH","USA",39.10334417,-84.41861417
"2113","LUL","Hesler-Noble ","Laurel","MS","USA",31.67255139,-89.17222417
"2114","LUP","Kalaupapa","Kalaupapa","HI","USA",21.21104028,-156.9735972
"2115","LVJ","Clover ","Houston","TX","USA",29.52130556,-95.24216667
"2116","LVK","Livermore Municipal","Livermore","CA","USA",37.69339944,-121.8203519
"2117","LVM","Mission ","Livingston","MT","USA",45.69938889,-110.4483056
"2118","LVN","Airlake ","Minneapolis","MN","USA",44.62785361,-93.22810806
"2119","LVS","Las Vegas Municipal","Las Vegas","NM","USA",35.65422222,-105.1423889
"2120","LWB","Greenbrier Valley","Lewisburg","WV","USA",37.85830556,-80.39947222
"2121","LWC","Lawrence Municipal","Lawrence","KS","USA",39.01115222,-95.21657694
"2122","LWD","Lamoni Municipal","Lamoni","IA","USA",40.63333306,-93.90217028
"2123","LWL","Wells Municipal/Harriet ","Wells","NV","USA",41.11853306,-114.9222661
"2124","LWM","Lawrence Municipal","Lawrence","MA","USA",42.71720944,-71.12343
"2125","LWS","Lewiston-Nez Perce County","Lewiston","ID","USA",46.37449806,-117.0153944
"2126","LWT","Lewistown Muni","Lewistown","MT","USA",47.04913944,-109.4666006
"2127","LWV","Lawrenceville-Vincennes Municipal","Lawrenceville","IL","USA",38.76429639,-87.60549556
"2128","LXL","Little Falls - Morrison County","Little Falls","MN","USA",45.94943778,-94.34708472
"2129","LXN","Lexington (Jim Kelly )","Lexington","NE","USA",40.791,-99.77727778
"2130","LXT","Lee's Summit Municipal","Lee's Summit","MO","USA",38.95975,-94.37158333
"2131","LXV","Lake County","Leadville","CO","USA",39.2202675,-106.3166906
"2132","LXY","Mexia-Limestone County","Mexia","TX","USA",31.63983472,-96.51472222
"2133","LYH","Lynchburg Municipal-Preston Glenn ","Lynchburg","VA","USA",37.32668528,-79.20043056
"2134","LYO","Lyons-Rice County Municipal","Lyons","KS","USA",38.34261472,-98.22709639
"2135","LZU","Gwinnett County ","Lawrenceville","GA","USA",33.97807611,-83.96237722
"2136","M01","General Dewitt Spain","Memphis","TN","USA",35.20069278,-90.05397694
"2137","M02","Dickson Municipal","Dickson","TN","USA",36.12931722,-87.43007056
"2138","M03","Dennis F Cantrell ","Conway","AR","USA",35.08080778,-92.42496167
"2139","M04","Covington Municipal","Covington","TN","USA",35.583365,-89.58722167
"2140","M05","Caruthersville Memorial","Caruthersville","MO","USA",36.17506917,-89.67508
"2141","M08","William L. Whitehurst ","Bolivar","TN","USA",35.21445944,-89.04336222
"2142","M09","Piedmont Municipal","Piedmont","MO","USA",37.12671694,-90.7128975
"2143","M11","Copiah County","Crystal Springs","MS","USA",31.90293639,-90.36870222
"2144","M13","Poplarville-Pearl River County","Poplarville","MS","USA",30.78602056,-89.50450694
"2145","M15","Perry County","Linden","TN","USA",35.59590306,-87.87669361
"2146","M16","John Bell Williams","Raymond","MS","USA",32.30334111,-90.40848333
"2147","M17","Bolivar Municipal","Bolivar","MO","USA",37.59693194,-93.34765
"2148","M18","Hope Municipal","Hope","AR","USA",33.72008889,-93.65884556
"2149","M19","Newport Municipal","Newport","AR","USA",35.63771778,-91.17637556
"2150","M21","Muhlenberg County","Greenville","KY","USA",37.22561111,-87.15752778
"2151","M22","Russellville Municipal","Russellville","AL","USA",34.44953972,-87.71030833
"2152","M23","James H. Easom ","Newton","MS","USA",32.31181111,-89.13589194
"2153","M24","Dean Griffin Memorial","Wiggins","MS","USA",30.84324389,-89.15977333
"2154","M25","Mayfield-Graves County","Mayfield","KY","USA",36.76911111,-88.58472222
"2155","M27","Waldron Municipal","Waldron","AR","USA",34.87509944,-94.10993056
"2156","M29","Hassel ","Clifton","TN","USA",35.38507528,-87.96752833
"2157","M30","Metropolis Municipal","Metropolis","IL","USA",37.18588722,-88.75061
"2158","M32","Lake Village Municipal","Lake Village","AR","USA",33.3459775,-91.31569833
"2159","M33","Sumner County Regional","Gallatin","TN","USA",36.37684472,-86.40875861
"2160","M34","Kentucky Dam State Park","Gilbertsville","KY","USA",37.00950028,-88.29586639
"2161","M36","Frank Federer Memorial","Brinkley","AR","USA",34.88000194,-91.1764375
"2162","M37","Ruleville-Drew","Drew","MS","USA",33.77639167,-90.52500833
"2163","M39","Mena Intermountain Municipal","Mena","AR","USA",34.54539444,-94.20265278
"2164","M40","Monroe County","Aberdeen-Amory","MS","USA",33.87374861,-88.48967833
"2165","M41","Holly Springs-Marshall County","Holly Springs","MS","USA",34.80434611,-89.5211075
"2166","M43","Prentiss-Jefferson Davis County","Prentiss","MS","USA",31.59544583,-89.90619056
"2167","M44","Houston Municipal","Houston","MS","USA",33.89177944,-89.02367194
"2168","M46","Colstrip","Colstrip","MT","USA",45.85285,-106.7092722
"2169","M48","Houston Memorial","Houston","MO","USA",37.33009167,-91.97316944
"2170","M52","Franklin-Wilkins","Lexington","TN","USA",35.65131944,-88.37893444
"2171","M53","Humboldt Municipal","Humboldt","TN","USA",35.80218,-88.87494944
"2172","M54","Lebanon Municipal","Lebanon","TN","USA",36.19041667,-86.31569444
"2173","M58","Monett Municipal","Monett","MO","USA",36.90621528,-94.01275833
