Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1988,10,13,4,1805,1805,2110,2050,NW,642,NA,125,105,NA,20,0,MCI,DTW,629,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,31,3,642,644,927,923,UA,856,NA,105,99,NA,4,-2,ORD,CLT,599,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,1,4,1605,1605,1642,1645,US,239,NA,37,40,NA,-3,0,GSP,RDU,205,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,3,7,1635,1635,1751,1810,EA,89,NA,256,275,NA,-19,0,ATL,LAX,1946,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,21,3,1007,1005,1229,1213,UA,323,NA,202,188,NA,16,2,ORD,SLC,1249,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,8,2,1918,1900,2043,2053,CO,1268,NA,85,113,NA,-10,18,CLE,BOS,563,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,24,3,1700,1700,1723,1712,TW,561,NA,83,72,NA,11,0,LEX,STL,316,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,23,6,949,945,1036,1045,PI,225,NA,47,60,NA,-9,4,LGA,BWI,185,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,14,4,2023,2000,2253,2210,UA,542,NA,90,70,NA,43,23,ORD,CAK,344,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,4,4,2029,2020,2119,2108,PI,739,NA,50,48,NA,11,9,TPA,MIA,204,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,10,7,1251,1252,1402,1400,AA,634,NA,71,68,NA,2,-1,AMA,DFW,313,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,7,4,932,932,1134,1131,EA,122,NA,122,119,NA,3,0,ATL,ROC,749,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,10,7,1732,1736,1856,1900,UA,444,NA,84,84,NA,-4,-4,MCI,ORD,403,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,22,1,1218,1150,1455,1424,TW,206,NA,157,154,NA,31,28,FLL,JFK,1069,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,1829,1830,1944,1945,CO,1243,NA,75,75,NA,-1,-1,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,18,7,803,805,1007,1034,UA,447,NA,244,269,NA,-27,-2,STL,SFO,1736,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,25,6,1753,1753,1907,1912,EA,795,NA,74,79,NA,-5,0,IND,MCI,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,4,5,1259,1300,1347,1353,AA,453,NA,48,53,NA,-6,-1,OKC,DFW,175,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,22,1,2015,2015,2116,2112,DL,883,NA,61,57,NA,4,0,TUL,DFW,237,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,5,2,1331,1331,1435,1437,DL,419,NA,64,66,NA,-2,0,LEX,ATL,303,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,16,7,1502,1503,1824,1801,UA,470,NA,142,118,NA,23,-1,DEN,STL,770,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,2,2,1005,1005,1106,1110,WN,766,NA,61,65,NA,-4,0,AUS,LBB,341,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,2,3,835,835,1024,1033,US,2753,NA,109,118,NA,-9,0,SFO,SEA,679,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,2145,2145,2346,2340,NW,357,NA,241,235,NA,6,0,MSP,SFO,1589,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,14,4,715,715,948,1002,DL,1423,NA,273,287,NA,-14,0,JFK,SLC,1989,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,11,1,650,650,724,728,DL,919,NA,34,38,NA,-4,0,CHA,ATL,106,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,14,7,1135,1135,1221,1220,DL,75,NA,106,105,NA,1,0,SLC,LAX,590,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,5,3,735,735,800,804,DL,1653,NA,25,29,NA,-4,0,AUS,SAT,66,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,26,1,903,845,1029,1016,DL,1417,NA,86,91,NA,13,18,ABQ,SLC,493,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,20,6,2257,2257,102,113,AA,1044,NA,125,136,NA,-11,0,DFW,ORD,802,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,12,3,1924,1828,2025,1933,PI,1208,NA,61,65,NA,52,56,CLT,LEX,282,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,3,1,948,950,1048,1050,CO,610,NA,60,60,NA,-2,-2,HRL,IAH,295,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,2,2,2002,2002,2054,2057,EA,385,NA,112,115,NA,-3,0,MCI,ABQ,718,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,18,1,936,934,1040,1032,AA,353,NA,64,58,NA,8,2,DFW,IAH,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,1522,1510,1737,1729,US,508,NA,75,79,NA,8,12,ORD,PIT,412,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,1,5,1148,1148,1235,1241,EA,773,NA,47,53,NA,-6,0,MCO,MIA,193,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,4,1,2241,2240,2318,2315,PS,1723,NA,37,35,NA,3,1,SEA,BLI,94,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,16,1,2101,2100,2154,2143,AA,136,NA,53,43,NA,11,1,SAN,LAX,109,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,22,3,1432,1432,1625,1626,EA,628,NA,113,114,NA,-1,0,ATL,BUF,712,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,21,6,1830,1830,1934,1930,WN,958,NA,64,60,NA,4,0,ONT,PHX,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,11,1,730,735,831,827,NW,731,NA,61,52,NA,4,-5,FAR,MSP,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,23,7,1437,1430,1938,1902,AA,1172,NA,181,152,NA,36,7,LAS,DFW,1055,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,8,1,924,912,1127,1050,DL,229,NA,243,218,NA,37,12,CVG,PHX,1569,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,28,4,618,618,1033,1029,DL,996,NA,195,191,NA,4,0,DFW,LGA,1389,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,13,6,1310,1310,1559,1600,DL,1038,NA,109,110,NA,-1,0,OKC,ATL,761,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,23,6,1303,1300,1557,1558,TW,256,NA,114,118,NA,-1,3,STL,SYR,803,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,30,3,1325,1320,1538,1547,US,374,NA,133,147,NA,-9,5,PBI,PIT,952,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,24,2,1128,1130,1252,1300,UA,967,NA,144,150,NA,-8,-2,BOS,ORD,867,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,22,2,1612,1600,1741,1723,UA,79,NA,149,143,NA,18,12,LGA,ORD,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,16,3,942,940,1043,1043,PI,829,NA,61,63,NA,0,2,BUF,BWI,281,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,6,2,1343,1345,1447,1503,CO,228,NA,64,78,NA,-16,-2,DEN,ABQ,349,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,20,5,1657,1650,2006,1959,UA,550,NA,129,129,NA,7,7,ORD,JAX,865,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,22,1,2212,2212,2317,2310,DL,527,NA,125,118,NA,7,0,ATL,MCI,692,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,4,3,1635,1625,1717,1706,US,247,NA,42,41,NA,11,10,PIT,CLE,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,9,3,1219,1205,1340,1322,UA,131,NA,141,137,NA,18,14,DEN,LAX,862,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,30,5,658,658,1033,1039,AA,202,NA,155,161,NA,-6,0,DFW,FLL,1119,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,31,3,937,936,1230,1219,AA,1484,NA,113,103,NA,11,1,COS,DFW,592,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,14,7,1055,1055,1033,1039,US,73,NA,38,44,NA,-6,0,CMH,IND,182,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,11,7,1455,1455,1530,1540,WN,459,NA,35,45,NA,-10,0,HOU,AUS,148,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,19,3,1253,1250,1400,1400,US,2660,NA,67,70,NA,0,3,SFO,BUR,326,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,30,7,1225,1213,1358,1338,PI,1075,NA,93,85,NA,20,12,CLT,TPA,508,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,24,3,1742,1715,1837,1823,US,449,NA,55,68,NA,14,27,PHL,PIT,267,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,17,4,800,800,1600,1645,PA (1),84,NA,300,345,NA,-45,0,SFO,JFK,2586,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,12,1,1400,1400,1502,1500,HP,205,NA,62,60,NA,2,0,PHX,ABQ,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,16,6,1605,1605,1802,1800,WN,55,NA,57,55,NA,2,0,ABQ,LBB,289,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,29,3,1600,1600,1727,1725,PI,273,NA,87,85,NA,2,0,EWR,GSO,446,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,3,1,1550,1550,1653,1701,DL,447,NA,63,71,NA,-8,0,PWM,LGA,270,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,21,5,1621,1510,1649,1540,UA,1148,NA,28,30,NA,69,71,MRY,SFO,77,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,14,5,1907,1903,1943,1954,TW,615,NA,36,51,NA,-11,4,STL,PIA,137,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,1325,1325,1317,1325,WN,725,NA,52,60,NA,-8,0,DTW,MDW,229,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,25,5,1007,1008,1121,1122,PS,1603,NA,74,74,NA,-1,-1,SNA,SJC,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,1,3,1339,1335,1855,1900,UA,564,NA,196,205,NA,-5,4,PHX,ORD,1440,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,19,2,1700,1700,1906,1904,EA,1624,NA,66,64,NA,2,0,MOB,ATL,302,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,19,1,1225,1225,1400,1400,NW,932,NA,95,95,NA,0,0,MEM,MKE,556,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,21,3,750,750,902,850,HP,851,NA,72,60,NA,12,0,PHX,SAN,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,7,1,1136,1135,1341,1349,AA,167,NA,245,254,NA,-8,1,ORD,LAX,1745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,13,3,1830,1830,1918,1925,WN,152,NA,48,55,NA,-7,0,HOU,DAL,239,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,3,2,1222,1222,1345,1346,PI,110,NA,83,84,NA,-1,0,CLT,PHL,448,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,16,5,2319,2035,14,2134,DL,785,NA,55,59,NA,160,164,AMA,DFW,313,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,4,5,645,645,1112,950,CO,717,NA,327,245,NA,82,0,BOS,IAH,1597,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,26,7,2225,2225,2259,2318,EA,944,NA,34,53,NA,-19,0,BOS,BDL,91,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,13,1,1000,1000,1123,1125,NW,127,NA,83,85,NA,-2,0,ORD,MSP,334,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,23,2,805,808,1341,1355,AA,506,NA,216,227,NA,-14,-3,SEA,DFW,1660,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,15,3,1802,1739,1905,1852,EA,254,NA,63,73,NA,13,23,ATL,SDF,321,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,10,3,1509,1500,1606,1548,UA,345,NA,117,108,NA,18,9,MSP,DEN,680,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,23,5,1428,1428,1644,1640,EA,608,NA,136,132,NA,4,0,ATL,EWR,745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,4,1,750,750,842,850,HP,16,NA,52,60,NA,-8,0,LAS,LAX,236,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,13,3,815,815,950,1002,EA,397,NA,95,107,NA,-12,0,DCA,ATL,547,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,6,3,1020,1010,1125,1121,PS,1414,NA,65,71,NA,4,10,SFO,BUR,326,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,10,4,1325,1325,1526,1520,AS,92,NA,121,115,NA,6,0,SEA,SFO,679,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,1,5,1925,1920,2050,2107,NW,211,NA,85,107,NA,-17,5,PHL,DTW,453,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,27,6,1455,1455,1823,1819,CO,448,NA,148,144,NA,4,0,SJC,DEN,948,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,20,3,1205,1205,1352,1358,NW,350,NA,107,113,NA,-6,0,DTW,BOS,632,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,22,2,1345,1345,1445,1450,US,594,NA,60,65,NA,-5,0,LGA,BTV,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,17,6,1415,1415,1609,1615,PA (1),573,NA,174,180,NA,-6,0,MIA,DFW,1121,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,26,5,1305,1304,1753,1728,AA,64,NA,228,204,NA,25,1,DFW,JFK,1391,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,8,1,943,943,1026,1030,EA,841,NA,43,47,NA,-4,0,TPA,MIA,204,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,11,6,2307,2215,722,623,UA,38,NA,315,308,NA,59,52,SFO,EWR,2565,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,27,3,1613,1614,1742,1738,PI,843,NA,89,84,NA,4,-1,BWI,MYR,399,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,15,1,830,830,1017,1040,DL,217,NA,167,190,NA,-23,0,PHL,DFW,1302,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,12,2,21,20,621,608,AA,650,NA,240,228,NA,13,1,ONT,ORD,1700,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,2,5,1723,1707,1905,1850,DL,264,NA,102,103,NA,15,16,ATL,BWI,576,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,14,3,1550,1550,1713,1712,DL,1618,NA,83,82,NA,1,0,PHX,SLC,507,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,7,4,550,550,639,634,DL,240,NA,49,44,NA,5,0,SHV,BTR,206,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,9,4,2045,2045,2155,2205,WN,506,NA,70,80,NA,-10,0,MDW,MCI,405,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,26,4,2005,2001,2113,2102,TW,216,NA,68,61,NA,11,4,CMH,DCA,322,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,26,1,1957,2000,2106,2107,PI,208,NA,69,67,NA,-1,-3,LEX,DCA,414,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,25,1,1430,1430,1559,1559,EA,278,NA,149,149,NA,0,0,ATL,MSP,906,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,11,4,1443,1435,1557,1535,NW,105,NA,194,180,NA,22,8,MSP,PHX,1276,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,22,2,2025,2025,2053,2057,TW,404,NA,28,32,NA,-4,0,CVG,LEX,70,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,2,6,2141,2140,2310,2336,AA,589,NA,209,236,NA,-26,1,ORD,LAS,1515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,28,3,1341,1343,1417,1419,AA,1324,NA,36,36,NA,-2,-2,MCO,TPA,80,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,10,7,1459,1500,1757,1800,CO,134,NA,118,120,NA,-3,-1,ABQ,IAH,744,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,22,6,1735,1735,1841,1835,HP,212,NA,66,60,NA,6,0,SAN,PHX,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,4,4,1355,1337,1616,1559,EA,178,NA,141,142,NA,17,18,MIA,DCA,920,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,20,5,1429,1330,1512,1402,CO,1687,NA,103,92,NA,70,59,TUL,DEN,541,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,27,3,1709,1645,1955,1934,UA,268,NA,106,109,NA,21,24,ORD,ORF,717,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,30,1,1405,1405,1458,1500,WN,743,NA,53,55,NA,-2,0,PHX,LAS,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,28,1,928,928,935,929,EA,294,NA,67,61,NA,6,0,ATL,BNA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,20,3,NA,2025,NA,2253,PA (1),491,NA,NA,148,NA,NA,NA,DCA,MIA,920,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,901,839,1023,1000,UA,963,NA,82,81,NA,23,22,DEN,BIL,455,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,19,3,715,710,827,813,PI,1591,NA,72,63,NA,14,5,LGA,BWI,185,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,7,4,1008,1005,1152,1145,UA,711,NA,224,220,NA,7,3,ORD,LAS,1515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,11,1,1657,1654,1823,1839,AA,233,NA,86,105,NA,-16,3,JFK,RDU,426,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,8,4,651,650,721,722,PI,1119,NA,30,32,NA,-1,1,CAE,CLT,88,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,20,7,1322,1322,1422,1424,DL,480,NA,60,62,NA,-2,0,ATL,GSO,306,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,19,2,1610,1520,1737,1653,UA,977,NA,87,93,NA,44,50,ORD,LNK,466,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,24,7,1605,1605,1710,1705,PI,586,NA,65,60,NA,5,0,RDU,BWI,255,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,25,7,2040,2040,2143,2147,US,1,NA,183,187,NA,-4,0,PIT,DEN,1290,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,24,6,2025,1953,9,2350,DL,914,NA,164,177,NA,19,32,SLC,MSY,1428,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,7,7,851,850,1020,1014,US,1012,NA,89,84,NA,6,1,SAN,SMF,480,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,17,7,1919,1730,2200,2002,US,320,NA,101,92,NA,118,109,IND,PHL,587,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,3,7,2012,1843,2229,2101,PS,1838,NA,77,78,NA,88,89,LAX,TUS,451,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,4,4,1008,1015,1033,1038,US,304,NA,25,23,NA,-5,-7,ELM,BGM,48,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,7,4,945,945,1037,1040,WN,112,NA,52,55,NA,-3,0,HOU,DAL,239,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,14,6,704,704,837,834,EA,285,NA,33,30,NA,3,0,EVV,SDF,98,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,13,4,1800,1800,1915,1929,UA,239,NA,135,149,NA,-14,0,ORD,DEN,888,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,21,4,815,815,1127,1038,CO,513,NA,192,143,NA,49,0,CLE,MCO,895,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,25,1,631,634,1219,1215,TW,892,NA,228,221,NA,4,-3,PDX,STL,1708,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,3,4,1729,1730,2015,2015,NW,708,NA,106,105,NA,0,-1,MSP,PIT,726,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,20,5,1815,1628,1931,1747,UA,742,NA,76,79,NA,104,107,BIL,DEN,455,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,4,7,1908,1845,2019,2002,PI,1596,NA,71,77,NA,17,23,IND,CLT,428,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,14,3,1055,1055,1359,1410,WN,962,NA,124,135,NA,-11,0,SFO,ABQ,896,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,1,4,1802,1800,1856,1849,PI,1064,NA,54,49,NA,7,2,CHS,CLT,168,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,8,3,1335,1335,1428,1435,CO,645,NA,53,60,NA,-7,0,EWR,PVD,160,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,25,6,1439,1440,1607,1614,AA,871,NA,88,94,NA,-7,-1,BNA,MSY,471,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,7,25,1,733,735,937,945,UA,1281,NA,124,130,NA,-8,-2,PDX,LAX,834,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,14,7,2037,2025,2133,2125,US,504,NA,56,60,NA,8,12,PIT,PHL,267,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,29,5,748,750,904,858,UA,837,NA,76,68,NA,6,-2,ORD,STL,258,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,18,6,1000,1000,1252,1245,CO,739,NA,172,165,NA,7,0,MIA,EWR,1086,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,22,2,2040,2000,2326,2303,AA,564,NA,106,123,NA,23,40,ORD,LGA,733,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,8,6,1335,1335,1528,1526,EA,86,NA,113,111,NA,2,0,MIA,ATL,595,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,5,5,1923,1910,2032,2020,WN,993,NA,69,70,NA,12,13,MCI,MDW,405,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,1,4,925,914,1247,1232,DL,1883,NA,142,138,NA,15,11,SLC,DFW,988,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,16,3,720,720,904,844,US,363,NA,104,84,NA,20,0,CVG,PHL,507,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,10,4,1103,1103,1156,1150,EA,1638,NA,53,47,NA,6,0,ATL,CAE,191,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,7,7,955,955,1049,1045,US,1551,NA,54,50,NA,4,0,LAS,BUR,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,20,4,1835,1835,1934,1930,AS,69,NA,119,115,NA,4,0,SEA,KTN,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,3,19,6,2101,2059,2118,2102,AA,499,NA,77,63,NA,16,2,DAY,ORD,240,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,22,3,2100,2100,2218,2225,AA,2039,NA,78,85,NA,-7,0,SNA,OAK,371,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,17,3,1230,1230,1308,1306,NW,708,NA,38,36,NA,2,0,MSO,GTF,134,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,1,1,1434,1435,1526,1530,PI,163,NA,52,55,NA,-4,-1,DCA,RDU,227,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,27,1,740,740,839,851,CO,447,NA,119,131,NA,-12,0,JAX,IAH,817,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,8,1,1115,1115,1258,1307,UA,1431,NA,103,112,NA,-9,0,SEA,SFO,679,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,8,26,5,1106,1103,1154,1158,AA,421,NA,48,55,NA,-4,3,DFW,IAH,224,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,12,7,1315,1315,1430,1435,NW,223,NA,75,80,NA,-5,0,MSP,MCI,393,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,10,4,2,905,905,1442,1430,HP,3,NA,217,205,NA,12,0,LAS,ORD,1515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,30,4,1801,1745,2016,2002,PI,596,NA,75,77,NA,14,16,IND,CLT,428,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,12,13,2,705,705,755,804,NW,940,NA,50,59,NA,-9,0,BNA,MEM,200,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,15,4,1953,1954,2025,2030,AA,155,NA,92,96,NA,-5,-1,BUF,ORD,473,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,11,6,900,900,1010,1010,AA,419,NA,130,130,NA,0,0,ATL,DFW,732,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,1,9,6,1433,1405,1708,1647,UA,112,NA,95,102,NA,21,28,ORD,IAD,589,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,4,9,6,1049,1049,1148,1148,EA,283,NA,59,59,NA,0,0,ATL,GSO,306,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,28,1,2216,2216,13,20,DL,820,NA,117,124,NA,-7,0,DFW,ORD,802,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,5,31,2,650,650,743,744,DL,428,NA,53,54,NA,-1,0,TLH,ATL,223,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,11,10,4,2150,2135,2155,2140,EA,431,NA,65,65,NA,15,15,ATL,MOB,302,NA,NA,0,NA,0,NA,NA,NA,NA,NA
